INFO:
[rtm]
Execution completed successfully.
INFO:
List of objects imported:
Type,Name,Source Project,Target Project,Source Path,Target Path,Resolution,Renamed To
Reference Table,TS_RTM7,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TP_RTM4,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,CC_RTM10,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,CC_RTM7,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,CC_RTM6,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TL_RTM9,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,CC_RTM5,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,PP_RT_8,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TL_RTM1,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,PP_RT_1,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TL_RTM7,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TS_RTM6,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,PP_RT_12,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TL_RTM8,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TP_RTM3,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TL_RTM3,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TS_RTM5,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,PP_RT_4,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TP_RTM7,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,PP_RT_6,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,PP_RT_9,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TS_RTM2,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,PP_RT_10,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TL_RTM2,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TL_RTM10,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TS_RTM10,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TP_RTM,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,PP_RT_7,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TP_RTM8,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TP_RTM6,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TL_RTM4,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TL_RTM6,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TS_RTM8,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TP_RTM10,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Total number of objects imported is [269].
INFO:
[Import Before Copy Tags Job]
Execution completed successfully.
INFO:
[Multi-Instance Contribution Job]
Execution completed successfully.
INFO:
[Import Data Object Job]
Data Model Mappings resolution completed.
INFO:
[Import Before Copy Data Domains Rule]
Execution completed successfully.
INFO:
[SQL Endpoint Import Job]
Data Model Mappings resolution completed.
INFO:
[Import Before Copy Matcher Transformation Job]
Execution completed successfully.
INFO:
[Import Before Copy EDR Job]
Non interactive connection resolution completed.
INFO:
[Import After Copy Hadoop Connection Job]
Execution completed successfully.
INFO:
[Import Post Copy Data Domains Rule]
Execution completed successfully.
INFO:
[Import Post Copy Profile Time Update]
Execution completed successfully.
INFO:
[EDR Import Job]
Connections rebinding was successful.
List of connections binding after import:
Source Connection, Target Connection
dqtx_src,dqtx_src
STAGE,STAGE

INFO:
[Import Post Copy Content]
Execution completed successfully.
INFO:
[Import After Commit Tags Job]
Execution completed successfully.
INFO:
[Import After Commit Hadoop Connection Job]
Execution completed successfully.
INFO:
[Import After Commit AppSDK Job]
Execution completed successfully.
INFO:
[Import Post Commit Content ]
Execution completed successfully.
Command ran successfully.
